|       WAVELENGTH|                  FLUX|     FLUX_UNCERTAINTY|ORDER|
|           double|                double|               double| long|
|               um|              MJy / sr|             MJy / sr|     |
|             null|                  null|                 null| null|
 5.335232595049796   0.002405047443027592 1.768044595452968e-05     4 
 5.336212525755951   0.001880988974639747 1.906070894491002e-05     4 
 5.337192456462106   0.001026549667038478  2.32535726293671e-05     4 
 5.338172387168261   0.001838754711069338 2.746790582399548e-05     4 
 5.339152317874417   0.002604014640579662  2.85736305356633e-05     4 
 5.340132248580573   0.001316600238469687 2.379880027803681e-05     4 
 5.341112179286728   0.001371959214518213 1.895946038988089e-05     4 
 5.342092109992883   0.002103193280194281  1.65724694716079e-05     4 
 5.343072040699038    0.00213709251047663 1.625963406165099e-05     4 
 5.344051971405194   0.001880457014086582 1.694898470956558e-05     4 
 5.345031902111349   0.001594054333465881 1.645903382977192e-05     4 
 5.346011832817505   0.001695570003926727 1.618443499536555e-05     4 
  5.34699176352366   0.001326419175938017 1.577273394593557e-05     4 
 5.347971694229815   0.001288278896356726 1.576664699625557e-05     4 
 5.348951624935971   0.001263799705107886 1.527528535991287e-05     4 
 5.349931555642126   0.001210689672958453 1.577915707242455e-05     4 
 5.350911486348282   0.001280993273751529 1.467498219114776e-05     4 
 5.351891417054436   0.001286562344624458 1.564188404182546e-05     4 
 5.352871347760592   0.001305516454167921  1.59426893577266e-05     4 
 5.353851278466748    0.00139358248278059 1.569692845339025e-05     4 
 5.354831209172903   0.001318070521958455 1.554130456530097e-05     4 
 5.355811139879059   0.001272179541311992 1.552171413627797e-05     4 
 5.356791070585214   0.000989180754860177 1.480031936486607e-05     4 
 5.357771001291369   0.001166705865411137 1.437349501214233e-05     4 
 5.358750931997524   0.001197141323523843 1.587036759409449e-05     4 
  5.35973086270368   0.001149768184139661 1.627926628317845e-05     4 
 5.360710793409835   0.001328655132470723   1.6099160841604e-05     4 
 5.361690724115991   0.001145222186160012 1.545433895186387e-05     4 
 5.362670654822146   0.001519756766251834 1.554342018627527e-05     4 
 5.363650585528301   0.001306008590351631 1.561250256773907e-05     4 
 5.364630516234457   0.001053985249466826 1.497983379257045e-05     4 
 5.365610446940612    0.00122893445258617 1.518325081913599e-05     4 
 5.366590377646768   0.001040432018946871 1.493497201638745e-05     4 
 5.367570308352922    0.00133296723907194 1.463463686490403e-05     4 
 5.368550239059078   0.001294851572754782 1.528003374591039e-05     4 
 5.369530169765234   0.001387415321253901 1.604701447002216e-05     4 
 5.370510100471389    0.00145232653842232 1.671531729143319e-05     4 
 5.371490031177545   0.001210569206378544 1.538014151466078e-05     4 
   5.3724699618837   0.001460519991059822 1.535918439701575e-05     4 
 5.373449892589855    0.00119813659456848 1.480026922042821e-05     4 
  5.37442982329601   0.001166708723684684 1.437187576832107e-05     4 
 5.375409754002166   0.001456649367200499 1.635170243142189e-05     4 
 5.376389684708322   0.001241422855523405 1.678563233422724e-05     4 
 5.377369615414477   0.001594818406877301 1.628802780970419e-05     4 
 5.378349546120632   0.001366850110940803 1.605696145926684e-05     4 
 5.379329476826787   0.001285834316718517 1.561725096514701e-05     4 
 5.380309407532943   0.001464521052311607 1.655424229390135e-05     4 
 5.381289338239098   0.001224981371542115 1.676842511418517e-05     4 
 5.382269268945254   0.001552339543412656 1.648783171229551e-05     4 
 5.383249199651408   0.001317772641651447 1.467490818197231e-05     4 
 5.384229130357564   0.001246040795669483 1.496205608291813e-05     4 
  5.38520906106372   0.001326919608746634 1.604290521206279e-05     4 
 5.386188991769875   0.001197113186723095 1.614879322540514e-05     4 
 5.387168922476031   0.001524425673796968 1.664348724506622e-05     4 
 5.388148853182186   0.001181708603077354 1.549380828415045e-05     4 
 5.389128783888341   0.001217339850571209 1.538523871746938e-05     4 
 5.390108714594496   0.001487064776282892 1.561043657766591e-05     4 
 5.391088645300652     0.0014495262391181 1.629309251059711e-05     4 
 5.392068576006808   0.001593939170924456 1.578125951163615e-05     4 
 5.393048506712963    0.00137350521935225 1.537919190053478e-05     4 
 5.394028437419118   0.001369217602975873 1.557510942831165e-05     4 
 5.395008368125273   0.001506308563672585 1.634056549725385e-05     4 
 5.395988298831429   0.001360567488831301 1.622769017007894e-05     4 
 5.396968229537584   0.001625336189351742 1.638933792559653e-05     4 
  5.39794816024374   0.001349836737580773 1.487032968624297e-05     4 
 5.398928090949895   0.001347424716142659 1.565164712059131e-05     4 
  5.39990802165605   0.001535501541574166  1.54623051551519e-05     4 
 5.400887952362206   0.001306979340058381  1.47762462719018e-05     4 
 5.401867883068361   0.001543149584683838 1.505319581949055e-05     4 
 5.402847813774517   0.001485073341101253 1.603894096428209e-05     4 
 5.403827744480671   0.001516676797594944 1.612156484201155e-05     4 
 5.404807675186827   0.001507453955355723 1.633694460210648e-05     4 
 5.405787605892982   0.001382484298096107 1.558769004386831e-05     4 
 5.406767536599138   0.001550291309428492 1.623201863549892e-05     4 
 5.407747467305294     0.0014056414960492 1.593459341907522e-05     4 
 5.408727398011449   0.001342883951678695 1.579867601389819e-05     4 
 5.409707328717604    0.00125508998395641 1.510547080141906e-05     4 
 5.410687259423759   0.001192141408316583 1.511970516240831e-05     4 
 5.411667190129915   0.001492428055489045 1.580284225780094e-05     4 
  5.41264712083607   0.001458515765559234  1.60597531545379e-05     4 
 5.413627051542226   0.001389486233585353  1.60438447530629e-05     4 
 5.414606982248381   0.001367844394189085 1.515579744612281e-05     4 
 5.415586912954536   0.001363963116199878 1.598155529330493e-05     4 
 5.416566843660692   0.001373109846470999 1.579476002479292e-05     4 
 5.417546774366847  0.0009889883272916622 1.525391219791801e-05     4 
 5.418526705073003   0.001138857107679691 1.502042123392521e-05     4 
 5.419506635779157   0.001366353790086841  1.52132583477321e-05     4 
 5.420486566485313   0.001358991682783905 1.609704654984075e-05     4 
 5.421466497191469   0.001429850928236323 1.619019679079769e-05     4 
 5.422446427897624   0.001290784366489928 1.511280564136479e-05     4 
  5.42342635860378   0.001409810826229187 1.557964571275141e-05     4 
 5.424406289309935   0.001429021453696069 1.549406260780224e-05     4 
  5.42538622001609   0.001018157739875002 1.574880116695137e-05     4 
 5.426366150722245   0.001067902580209678 1.495737808845045e-05     4 
 5.427346081428401   0.001273702955714052 1.524335707810666e-05     4 
 5.428326012134556   0.001440048111374721 1.561435113575249e-05     4 
 5.429305942840712    0.00172673201893649 1.695048393330117e-05     4 
 5.430285873546867   0.001546262620805349  1.65933507560435e-05     4 
 5.431265804253022   0.001593445341346751 1.502064806429815e-05     4 
 5.432245734959178   0.001410525390064799 1.459217067264174e-05     4 
 5.433225665665333   0.001460306118641308 1.505338805221631e-05     4 
 5.434205596371489   0.001298960580544284 1.517453637230383e-05     4 
 5.435185527077643   0.001410923555225718 1.607816806407777e-05     4 
 5.436165457783799   0.001570525182331269 1.532709727757268e-05     4 
 5.437145388489955   0.001457431299673996 1.462171767118329e-05     4 
  5.43812531919611   0.001494682994706975 1.675612859406637e-05     4 
 5.439105249902266   0.001528527771297382 1.616855106749083e-05     4 
 5.440085180608421   0.001448698445713989 1.515798486156187e-05     4 
 5.441065111314576   0.001540715566267203 1.541532003115913e-05     4 
 5.442045042020731   0.001257476125690147 1.574539061255443e-05     4 
 5.443024972726887    0.00140107456566409 1.556071033163602e-05     4 
 5.444004903433043   0.001563916958005929 1.588072461584123e-05     4 
 5.444984834139198   0.001475085183861593 1.566489620414649e-05     4 
 5.445964764845353   0.001611511357320062 1.593988024356493e-05     4 
 5.446944695551508   0.001573839034942027 1.593737516913131e-05     4 
 5.447924626257664   0.001569255070437276 1.533223705712467e-05     4 
 5.448904556963819   0.001628020335097214 1.628634326707738e-05     4 
 5.449884487669975   0.001373323428864054 1.571788071020067e-05     4 
 5.450864418376129    0.00147545274873274 1.528472437515355e-05     4 
 5.451844349082285   0.001350325489276377 1.456839170313736e-05     4 
 5.452824279788441    0.00136686949184979 1.473157003018309e-05     4 
 5.453804210494596   0.001512543557010525 1.539045760872127e-05     4 
 5.454784141200752   0.001492034099490437 1.542667182188706e-05     4 
 5.455764071906906   0.001520225242829989 1.554658778258974e-05     4 
 5.456744002613062    0.00160663928944414 1.568669651666485e-05     4 
 5.457723933319217   0.001162587693518925  1.61977698136832e-05     4 
 5.458703864025373   0.001408797464121471  1.56454071305461e-05     4 
 5.459683794731529   0.001254226060710937 1.475810169157047e-05     4 
 5.460663725437684   0.001430726772667386  1.48192167020432e-05     4 
 5.461643656143839   0.001624716493001378 1.523017714563579e-05     4 
 5.462623586849994   0.001353210112079752 1.487262741883445e-05     4 
  5.46360351755615   0.001549496444403888 1.556079898398009e-05     4 
 5.464583448262305   0.001558629152308245 1.485255272348606e-05     4 
 5.465563378968461   0.001387746999136508 1.571912383632378e-05     4 
 5.466543309674616   0.001505878785011546 1.613990832364028e-05     4 
 5.467523240380771    0.00136068563378965 1.646845702824121e-05     4 
 5.468503171086927   0.001428958650447484 1.472730294597873e-05     4 
 5.469483101793082   0.001502405605977634 1.588123001742231e-05     4 
 5.470463032499238   0.001382562818448351 1.535111304038008e-05     4 
 5.471442963205392   0.001585783240161535 1.499892185467757e-05     4 
 5.472422893911548   0.001532522820453011 1.563310551512201e-05     4 
 5.473402824617703   0.001485002517018313 1.567729387808189e-05     4 
 5.474382755323859   0.001584167425118238 1.608635646067832e-05     4 
 5.475362686030015   0.001570405768709535 1.599278943422728e-05     4 
  5.47634261673617   0.001639631522070778 1.539614281972599e-05     4 
 5.477322547442325   0.001475788861060323 1.423673229574123e-05     4 
  5.47830247814848   0.001472406696327464 1.543215827221128e-05     4 
 5.479282408854636   0.001550632454980429 1.515418734827219e-05     4 
 5.480262339560791   0.001490315317477408 1.540453159069157e-05     4 
 5.481242270266947   0.001601785839045989   1.5125859953087e-05     4 
 5.482222200973102   0.001736718182031902 1.598310623094573e-05     4 
 5.483202131679257   0.001602184672841151 1.618752159634252e-05     4 
 5.484182062385413   0.001431842001428958 1.613485854506513e-05     4 
 5.485161993091568   0.001364292449364802 1.542145325628566e-05     4 
 5.486141923797724   0.001370227624963943 1.470780527820175e-05     4 
 5.487121854503878   0.001540070945872306 1.490372275096481e-05     4 
 5.488101785210034   0.001409546115367829  1.64957804831558e-05     4 
  5.48908171591619   0.001600725180981832 1.516671505326796e-05     4 
 5.490061646622345   0.001629182481298435 1.537928935491199e-05     4 
 5.491041577328501   0.001468040234579257 1.623035595748759e-05     4 
 5.492021508034655   0.001664224325456038 1.695065737170722e-05     4 
 5.493001438740811   0.001613285657661316 1.687651776658074e-05     4 
 5.493981369446966   0.001540858416722414 1.465134071712493e-05     4 
 5.494961300153122   0.001522548429627357 1.577494560779843e-05     4 
 5.495941230859277   0.001509822573711855 1.509761647283648e-05     4 
 5.496921161565433   0.001469889174027156 1.570629399054616e-05     4 
 5.497901092271588   0.001507098222024383 1.479044242229887e-05     4 
 5.498881022977743     0.0014259962923985  1.54140647621602e-05     4 
 5.499860953683899   0.001574695500674894 1.721370052532306e-05     4 
 5.500840884390054   0.001516751928181167 1.726657341696477e-05     4 
  5.50182081509621   0.001786832163696715 1.578612931392714e-05     4 
 5.502800745802364   0.001722370718324315 1.588206032708471e-05     4 
  5.50378067650852   0.001556404418186795 1.636547813345571e-05     4 
 5.504760607214676   0.001746229825848075 1.572705970254504e-05     4 
 5.505740537920831   0.001847148272014598 1.557007738081484e-05     4 
 5.506720468626987   0.002004117469962574 1.583704684733515e-05     4 
 5.507700399333141   0.001939722217638441 1.836021393390587e-05     4 
 5.508680330039297   0.001702961342618687 2.107277183980896e-05     4 
 5.509660260745452   0.002044814199499917 2.334302896374967e-05     4 
 5.510640191451608   0.001896168476924479 2.064019784026671e-05     4 
 5.511620122157764   0.001805312299465932 1.740302644396466e-05     4 
 5.512600052863919   0.001966326786748429 1.624068981929417e-05     4 
 5.513579983570074   0.002003163588886395 1.573025086177968e-05     4 
 5.514559914276229   0.001934441047637348 1.523663534710139e-05     4 
 5.515539844982385    0.00184971840834344 1.564907060524218e-05     4 
  5.51651977568854   0.001817044112790436 1.604376274414184e-05     4 
 5.517499706394696   0.002063257267273835 1.660677227033154e-05     4 
  5.51847963710085   0.001931447230664526 1.634576432086855e-05     4 
 5.519459567807006   0.001922702913850748 1.666077472186412e-05     4 
 5.520439498513162   0.001969464395595297 1.625141722851624e-05     4 
 5.521419429219317   0.001815164419758839 1.599901880665834e-05     4 
 5.522399359925473   0.002014657460306797  1.61990325864113e-05     4 
 5.523379290631627   0.002113706365975555 1.624773140249664e-05     4 
 5.524359221337783   0.002082730333517652 1.508833517099472e-05     4 
 5.525339152043938   0.002403844220799207 1.701909659934881e-05     4 
 5.526319082750094   0.001969205657099507 1.578805955397315e-05     4 
  5.52729901345625   0.002090668622046062 1.594602560776231e-05     4 
 5.528278944162405   0.002126694297752399 1.704856394070476e-05     4 
  5.52925887486856   0.001944221699146394 1.542849171034526e-05     4 
 5.530238805574715   0.001876066988190869 1.565036932184293e-05     4 
 5.531218736280871   0.001873554462416713 1.534029403683076e-05     4 
 5.532198666987026   0.001823371310241982 1.571102023066219e-05     4 
 5.533178597693182    0.00211695712357948 1.509393291055574e-05     4 
 5.534158528399337   0.001940105310940411 1.588229761597445e-05     4 
 5.535138459105492   0.002051178324163287 1.575875006905316e-05     4 
 5.536118389811648   0.002052125962880272  1.67260822813517e-05     4 
 5.537098320517803   0.001878294184446855 1.653252928028843e-05     4 
 5.538078251223959   0.002000677579769608 1.618080376582552e-05     4 
 5.539058181930113   0.002041071637352842 1.583167765782556e-05     4 
 5.540038112636269    0.00202764560414363 1.567149716514071e-05     4 
 5.541018043342424   0.002069877872036969 1.554059053319788e-05     4 
  5.54199797404858   0.001742681564612805 1.514491387733523e-05     4 
 5.542977904754736   0.002014615186568243   1.6224633117952e-05     4 
  5.54395783546089   0.002074259128094538 1.589805995137303e-05     4 
 5.544937766167046   0.001954579875827959 1.627247522397613e-05     4 
 5.545917696873201   0.001914098720157245 1.499357376374996e-05     4 
 5.546897627579357   0.001710170687905886 1.302702199296985e-05     4 
 5.547877558285512   0.001935278638760473 1.185033239367667e-05     4 
 5.548857488991668   0.001930469592448378 1.174743701646463e-05     4 
 5.549837419697823    0.00183328469902167 1.103138814288096e-05     4 
 5.550817350403978   0.001868600648939183 1.077255746423663e-05     4 
 5.551797281110134   0.001829767699469525  1.08363199217594e-05     4 
 5.552777211816289   0.001853219146862535 1.124053574875567e-05     4 
 5.553757142522445     0.0020204378960824 1.180857090325753e-05     4 
 5.554737073228599   0.002044181846099038 1.207082771476387e-05     4 
 5.555717003934755    0.00199972334803318 1.213589736951198e-05     4 
 5.556696934640911   0.002047792007702327 1.187703372968884e-05     4 
 5.557676865347066   0.001983007646525245  1.15057794489472e-05     4 
 5.558656796053222   0.002006492905315015  1.09986101609424e-05     4 
 5.559636726759376   0.001956958254293842 1.065283170645777e-05     4 
 5.560616657465532   0.001890195069542446 1.149751767073931e-05     4 
 5.561596588171687   0.001929871219571101 1.140764797486808e-05     4 
 5.562576518877843   0.001892016227801909 1.181657643377124e-05     4 
 5.563556449583999   0.001897938598072185  1.12946711319976e-05     4 
 5.564536380290154   0.001890504485249596 1.160451844303785e-05     4 
 5.565516310996309   0.001981742264271925 1.191188061844232e-05     4 
 5.566496241702464    0.00191456778512089 1.115347811949188e-05     4 
  5.56747617240862   0.002029942140673479 1.087910047769227e-05     4 
 5.568456103114775   0.001957068463328748 1.079782443765255e-05     4 
 5.569436033820931   0.001990556015521879 1.074636524335546e-05     4 
 5.570415964527085   0.001895411350808132 1.092432209168991e-05     4 
 5.571395895233241   0.002069803627411065 1.153558913985347e-05     4 
 5.572375825939397   0.001994209165301301 1.154243591446803e-05     4 
 5.573355756645552   0.002031611558040539 1.130790079250364e-05     4 
 5.574335687351708   0.001990952879239379 1.123709424470614e-05     4 
 5.575315618057862   0.001888670477321234 1.131768266224329e-05     4 
 5.576295548764018   0.002128731863732096 1.163121239341038e-05     4 
 5.577275479470173   0.002062796166856631 1.121937662682486e-05     4 
 5.578255410176329   0.002112463911060526 1.083157805360048e-05     4 
 5.579235340882485   0.002066192762545377 1.117575589657352e-05     4 
  5.58021527158864   0.002301901084012835 1.145669297660392e-05     4 
 5.581195202294795   0.002212372967687158 1.177155586766295e-05     4 
  5.58217513300095   0.002259848659442941 1.167164786832899e-05     4 
 5.583155063707106   0.002188272816196145 1.134050122914691e-05     4 
 5.584134994413261   0.002245454406734792 1.167142971005713e-05     4 
 5.585114925119417    0.00226529786336402 1.178943852965343e-05     4 
 5.586094855825572    0.00207384829735902 1.109848068228656e-05     4 
 5.587074786531727   0.002167042430780424 1.108102158373269e-05     4 
 5.588054717237883   0.002067937361201593 1.104398581552069e-05     4 
 5.589034647944038   0.002343066963298667 1.146826985874407e-05     4 
 5.590014578650194    0.00222238175145781 1.150546261135679e-05     4 
 5.590994509356348   0.002389290366050121 1.160161917106497e-05     4 
 5.591974440062504   0.002327933626240964 1.214141512819774e-05     4 
 5.592954370768659   0.002441328199119137 1.174044506792365e-05     4 
 5.593934301474815   0.002421539405968668 1.172372551337603e-05     4 
 5.594914232180971   0.002491046493182252 1.133335970183664e-05     4 
 5.595894162887125   0.002565406871811309 1.158457943124963e-05     4 
 5.596874093593281   0.002558645651388918 1.116019892142701e-05     4 
 5.597854024299436   0.002652530058955721 1.170795896542746e-05     4 
 5.598833955005592   0.002536792548130291 1.126305941594162e-05     4 
 5.599813885711747   0.002728528837209328 1.177797768654779e-05     4 
 5.600793816417903   0.002583072633619367 1.170359521550891e-05     4 
 5.601773747124058   0.002882741096053214 1.234565084018546e-05     4 
 5.602753677830213   0.002787555119894075 1.218636498878445e-05     4 
 5.603733608536369   0.002835268347516675 1.208479671563677e-05     4 
 5.604713539242524    0.00300249709330457 1.183309832806796e-05     4 
  5.60569346994868   0.002958732682611686 1.192204282899899e-05     4 
 5.606673400654834   0.002971745619657484 1.206547816480831e-05     4 
  5.60765333136099   0.002928874874894477 1.212978410551496e-05     4 
 5.608633262067146   0.003185556338194867 1.204926454622893e-05     4 
 5.609613192773301   0.002913082437776886 1.224406712627474e-05     4 
 5.610593123479457   0.003224038343084505 1.244428206273645e-05     4 
 5.611573054185611   0.003019624803625396 1.205024437110157e-05     4 
 5.612552984891767   0.003139776004435603 1.242929942962514e-05     4 
 5.613532915597922   0.003051746940957462 1.215403370941602e-05     4 
 5.614512846304078   0.003036412758939718 1.193184917244533e-05     4 
 5.615492777010233   0.003130517889178524 1.207803328004986e-05     4 
 5.616472707716389   0.003093206588002824 1.250683838379448e-05     4 
 5.617452638422544   0.003004378150342274 1.238115074124007e-05     4 
 5.618432569128699   0.002983601566480047 1.247986701136821e-05     4 
 5.619412499834855   0.003284355137347951 1.230424332294776e-05     4 
  5.62039243054101   0.003158564384090552 1.229860902246147e-05     4 
 5.621372361247166   0.003365913475465013 1.253477816437841e-05     4 
